,m/z,I,S/N
933,220.81688,2505106,6.3
934,220.81775,3354495,9.3
935,220.82091,1860802,4.0
936,220.82339,2145401,5.0
937,220.82786,2125732,5.0
938,220.82901,2205430,5.3
939,220.83279,2244129,5.4
940,220.83385,2086763,4.8
941,220.8361,2546927,6.5
942,220.83678,2017018,4.6
943,220.83745,2565024,6.5
944,220.8425,2085175,4.8
945,220.84457,2886786,7.6
946,220.84763,2714846,7.0
947,220.85128,1962189,4.4
948,220.85525,1976323,4.4
949,220.86062,2802015,7.3
950,220.86289,2348085,5.8
951,220.86479,2691054,7.0
952,220.86891,2859490,7.5
953,220.8736,2169348,5.1
954,220.87484,2399630,5.9
955,220.87698,2761426,7.2
956,220.88286,2198892,5.2
957,220.88531,1873260,4.1
958,220.88847,1865164,4.0
959,220.88995,2096773,4.9
960,220.89679,2531320,6.4
961,220.89797,2266652,5.5
962,220.89906,2453836,6.1
963,220.90407,2842216,7.5
964,220.91246,2045829,4.7
965,220.92077,2071440,4.8
966,220.92319,2096522,4.9
967,220.92388,2275140,5.5
968,220.92657,2043794,4.7
969,220.92784,2100879,4.9
970,220.92951,2030372,4.6
971,220.93427,2978429,8.0
972,220.93536,1997381,4.5
973,220.9403,1875190,4.1
974,220.94575,2469758,6.2
975,220.95236,2135428,5.0
976,220.95874,2041186,4.7
977,220.964,2425863,6.0
978,220.96707,1898996,4.2
979,220.96892,2504857,6.3
980,220.9704,1869196,4.1
981,220.97236,2024640,4.6
982,220.97571,1950148,4.3
983,220.98264,2516647,6.3
984,220.98651,2541366,6.4
985,220.9903,2070955,4.8
986,220.99276,2474423,6.2
987,221.00004,2880394,7.6
988,221.0017,2408598,6.0
989,221.00549,1968132,4.4
990,221.00634,1937307,4.3
991,221.0076,2266228,5.5
992,221.00902,1873753,4.1
993,221.01326,2217280,5.3
994,221.01842,2413410,6.0
995,221.01904,2217095,5.3
996,221.02179,2734604,7.1
997,221.02891,2432131,6.0
998,221.03058,2262458,5.4
999,221.0323,2431936,6.0
1000,221.03332,2266652,5.5
1001,221.04202,2015972,4.6
1002,221.04355,3424767,9.5
1003,221.0457,2798417,7.3
1004,221.05172,2203041,5.2
1005,221.05985,2732293,7.1
1006,221.06112,1891347,4.1
1007,221.06597,2031954,4.6
1008,221.0665,1957280,4.4
1009,221.07599,1996433,4.5
1010,221.08211,2452648,6.1
1011,221.08375,2627763,6.7
1012,221.08613,2275654,5.5
1013,221.0945,1895753,4.2
1014,221.10835,2271690,5.5
1015,221.11244,2727471,7.1
1016,221.11853,2705607,7.0
1017,221.11989,2967216,7.9
1018,221.12579,2271676,5.5
1019,221.12778,2533023,6.4
1020,221.12972,2136754,5.0
1021,221.1308,1902796,4.2
1022,221.13625,2275267,5.5
1023,221.14036,2000436,4.5
1024,221.1414,1962132,4.4
1025,221.14701,2478877,6.2
1026,221.14948,2539080,6.4
1027,221.15329,2858252,7.5
1028,221.15614,2058163,4.7
1029,221.15754,2380747,5.9
1030,221.16149,1869313,4.1
1031,221.16374,1864495,4.0
1032,221.16645,2055915,4.7
1033,221.16927,1903704,4.2
1034,221.17073,2677189,6.9
1035,221.17163,2162878,5.1
1036,221.17309,2322732,5.7
1037,221.17445,2220382,5.3
1038,221.17693,1936375,4.3
1039,221.17778,2290349,5.5
1040,221.19434,2112678,4.9
1041,221.19883,2210772,5.3
1042,221.1997,2772105,7.2
1043,221.2081,2316834,5.6
1044,221.22226,2068709,4.8
1045,221.22339,2533320,6.4
1046,221.22669,2158419,5.1
1047,221.24001,2559212,6.5
1048,221.24247,2162350,5.1
1049,221.25168,3435467,9.6
1050,221.26056,2746396,7.1
1051,221.26477,1935172,4.3
1052,221.27483,2211195,5.3
1053,221.27577,2221984,5.3
1054,221.28286,2049963,4.7
1055,221.28873,2009248,4.6
1056,221.28934,2348269,5.7
1057,221.29268,1989557,4.5
1058,221.29885,2248435,5.4
1059,221.30333,1919002,4.2
1060,221.30596,2761996,7.2
1061,221.30645,1882824,4.1
1062,221.3096,2192670,5.2
1063,221.31236,2414961,6.0
1064,221.31832,2001576,4.5
1065,221.32127,3036321,8.2
1066,221.32375,2290590,5.5
1067,221.3287,1862024,4.0
1068,221.33464,2040785,4.7
1069,221.33733,2039166,4.7
1070,221.33884,2346570,5.7
1071,221.3496,2079174,4.8
1072,221.35196,1987836,4.5
1073,221.35881,2106166,4.9
1074,221.36393,2167023,5.1
1075,221.36597,2072693,4.8
1076,221.36797,1943130,4.3
1077,221.39217,1940431,4.3
1078,221.40274,2406963,5.9
1079,221.40463,2767439,7.2
1080,221.40614,2600253,6.6
1081,221.40862,2634920,6.7
1082,221.40954,2142879,5.0
1083,221.41034,2046533,4.7
1084,221.41744,2253644,5.4
1085,221.41805,2189083,5.2
1086,221.41866,1856742,4.0
1087,221.43481,2100994,4.9
1088,221.44278,1880202,4.1
1089,221.4454,2039638,4.7
1090,221.44733,2787954,7.3
1091,221.46538,2247646,5.4
1092,221.46972,2092036,4.8
1093,221.4758,2045228,4.7
1094,221.48203,1884776,4.1
1095,221.48821,2646221,6.8
1096,221.49057,2665316,6.9
1097,221.49285,1854744,4.0
1098,221.49671,1911063,4.2
1099,221.51249,2257879,5.4
1100,221.51552,2127930,5.0
1101,221.52177,1921032,4.2
1102,221.52943,2224341,5.3
1103,221.53211,1864232,4.0
1104,221.53555,1903297,4.2
1105,221.53818,2063304,4.7
1106,221.56114,2693743,7.0
1107,221.56817,2293188,5.5
1108,221.57597,2103673,4.9
1109,221.58981,1903266,4.2
1110,221.59069,1946386,4.3
1111,221.59873,1912128,4.2
1112,221.60152,2336901,5.7
1113,221.62342,1889602,4.1
1114,221.62693,1891943,4.1
1115,221.63338,2640632,6.8
1116,221.65457,2040221,4.7
1117,221.65736,1903669,4.2
1118,221.67037,1870674,4.1
1119,221.6725,1941078,4.3
1120,221.67379,3134964,8.5
1121,221.67929,2482879,6.2
1122,221.68219,1888081,4.1
1123,221.70236,2119586,4.9
1124,221.73261,2101993,4.9
1125,221.7368,1886773,4.1
1126,221.76762,2605501,6.6
1127,221.78106,2572821,6.5
1128,221.78543,2087914,4.8
1129,221.78784,2431365,6.0
1130,221.78927,1971456,4.4
1131,221.7978,1865444,4.0
1132,221.80331,2026687,4.6
1133,221.80442,2088262,4.8
1134,221.80622,1857321,4.0
1135,221.81219,2061733,4.7
1136,221.83007,2709335,7.0
1137,221.83821,1961577,4.4
1138,221.84792,1955263,4.4
1139,221.85076,2302502,5.6
1140,221.87125,1871951,4.1
1141,221.87878,2598273,6.6
1142,221.88115,2326128,5.7
1143,221.88907,1889913,4.1
1144,221.89658,1869097,4.1
1145,221.89899,1936191,4.3
1146,221.91018,1893749,4.1
1147,221.91776,2510056,6.3
1148,221.92357,1889698,4.1
1149,221.92868,1872759,4.1
1150,221.94121,1887723,4.1
1151,221.94808,2305085,5.6
1152,221.9505,2093507,4.8
1153,221.95353,2085508,4.8
1154,221.9588,2442961,6.1
1155,221.96435,2067840,4.8
1156,221.96799,2564176,6.5
1157,221.97308,2130898,5.0
1158,221.97571,1898236,4.2
1159,221.97698,2138895,5.0
1160,221.99908,2309550,5.6
1161,222.00651,2317529,5.6
1162,222.00933,2061598,4.7
1163,222.01727,1870695,4.1
1164,222.02245,2259224,5.4
1165,222.02369,1970909,4.4
1166,222.04511,2029436,4.6
1167,222.05343,2022882,4.6
1168,222.06073,2055204,4.7
1169,222.06527,2195961,5.2
1170,222.06691,2059023,4.7
1171,222.06842,2302919,5.6
1172,222.07574,2211771,5.3
1173,222.07656,2218646,5.3
1174,222.07994,2690964,6.9
1175,222.08213,2093805,4.8
1176,222.09002,2338125,5.7
1177,222.10039,3324789,9.2
1178,222.10158,1998920,4.5
1179,222.1175,1942123,4.3
1180,222.13187,1890989,4.1
1181,222.13243,2089307,4.8
1182,222.13674,2812051,7.4
1183,222.13907,2081107,4.8
1184,222.14802,2258469,5.4
1185,222.16053,2220822,5.3
1186,222.1614,1858592,4.0
1187,222.16433,2280896,5.5
1188,222.1676,1901216,4.2
1189,222.17615,2228384,5.3
1190,222.18062,2460005,6.1
1191,222.18696,1919547,4.2
1192,222.20934,2335393,5.7
1193,222.21616,1984105,4.5
1194,222.21815,2147998,5.0
1195,222.23187,2070671,4.8
1196,222.24076,1971138,4.4
1197,222.24208,2169313,5.1
1198,222.24403,1932689,4.3
1199,222.25459,2251977,5.4
1200,222.26585,2033250,4.6
1201,222.26767,1993677,4.5
1202,222.27043,1889878,4.1
1203,222.2723,2008420,4.5
1204,222.29986,2219293,5.3
1205,222.30166,2541214,6.4
1206,222.30288,2103343,4.9
1207,222.32065,1965739,4.4
1208,222.32277,1943818,4.3
1209,222.33104,1894648,4.1
1210,222.33881,3885906,11.1
1211,222.34005,2058367,4.7
1212,222.34408,2260090,5.4
1213,222.36755,1992560,4.5
1214,222.39571,1940488,4.3
1215,222.39639,2357034,5.8
1216,222.41618,1953986,4.4
1217,222.41939,2065612,4.7
1218,222.42734,2219295,5.3
1219,222.43636,2085872,4.8
1220,222.4402,2756630,7.2
1221,222.45346,2357985,5.8
1222,222.45838,2184223,5.2
1223,222.4714,2373093,5.8
1224,222.4735,1899120,4.2
1225,222.47402,1970457,4.4
1226,222.47866,2507609,6.3
1227,222.49379,2239389,5.4
1228,222.50367,2028941,4.6
1229,222.50495,2821338,7.4
1230,222.50666,2474286,6.2
1231,222.51643,2745978,7.1
1232,222.52953,1879424,4.1
1233,222.53762,1881106,4.1
1234,222.54237,2103159,4.9
1235,222.54859,2021656,4.6
1236,222.56032,2019465,4.6
1237,222.56392,2078812,4.8
1238,222.57038,1873166,4.1
1239,222.59713,1892673,4.1
1240,222.60923,1927775,4.3
1241,222.61109,2038236,4.7
1242,222.61243,2001735,4.5
1243,222.61553,2019144,4.6
1244,222.62119,2367469,5.8
1245,222.62631,2217340,5.3
1246,222.6454,2304938,5.6
1247,222.6543,2260370,5.4
1248,222.6655,2211877,5.3
1249,222.67744,1899642,4.2
1250,222.68308,1982864,4.4
1251,222.68644,2009484,4.5
1252,222.69852,2501288,6.3
1253,222.70554,1886757,4.1
1254,222.70975,2285557,5.5
1255,222.7233,2043478,4.7
1256,222.72485,2177083,5.1
1257,222.73348,2276598,5.5
1258,222.73747,1896965,4.1
1259,222.73813,1887834,4.1
1260,222.74343,2451056,6.1
1261,222.74921,1952968,4.3
1262,222.75641,2116389,4.9
1263,222.77558,1988354,4.5
1264,222.77731,1915842,4.2
1265,222.78235,2029750,4.6
1266,222.79624,2074185,4.8
1267,222.80212,2140411,5.0
1268,222.82079,2099563,4.8
1269,222.82322,2143978,5.0
1270,222.82602,1983097,4.4
1271,222.8285,1931072,4.3
1272,222.8343,1878324,4.1
1273,222.83717,1912283,4.2
1274,222.84245,2514540,6.3
1275,222.84669,2525452,6.3
1276,222.84755,2406392,5.9
1277,222.86034,2426305,6.0
1278,222.86231,2199363,5.2
1279,222.86533,2002293,4.5
1280,222.86871,2335370,5.7
1281,222.8832,2142807,5.0
1282,222.88399,2484325,6.2
1283,222.8854,1867725,4.0
1284,222.88825,2045061,4.7
1285,222.89703,1988999,4.5
1286,222.90174,1903918,4.2
1287,222.90307,1953187,4.3
1288,222.90926,2459970,6.1
1289,222.91237,1914939,4.2
1290,222.92088,2247014,5.4
1291,222.92507,2163874,5.1
1292,222.92748,1997875,4.5
1293,222.93203,2348164,5.7
1294,222.93401,2010960,4.5
1295,222.94673,2465615,6.1
1296,222.9559,2335200,5.7
1297,222.96462,2133086,5.0
1298,222.97912,2063951,4.7
1299,222.9812,1875885,4.1
1300,222.9995,1999125,4.5
1301,223.02459,2578095,6.5
1302,223.02517,2804871,7.3
1303,223.03599,2107761,4.9
1304,223.04358,2614822,6.7
1305,223.04793,2587361,6.6
1306,223.04956,2407650,5.9
1307,223.05561,1863929,4.0
1308,223.05857,2043763,4.7
1309,223.06138,3246966,8.9
1310,223.0648,1890370,4.1
1311,223.08761,2091813,4.8
1312,223.12232,1961171,4.4
1313,223.1263,2142008,5.0
1314,223.12811,1915082,4.2
1315,223.1407,1970454,4.4
1316,223.15115,2781512,7.2
1317,223.15454,2158242,5.1
1318,223.15562,2248765,5.4
1319,223.17935,2334732,5.7
1320,223.1987,2005015,4.5
1321,223.20063,1979606,4.4
1322,223.2189,1907721,4.2
1323,223.22065,2004030,4.5
1324,223.22469,2766449,7.2
1325,223.23453,1968687,4.4
1326,223.23795,2183126,5.1
1327,223.24905,1882274,4.1
1328,223.25061,1950672,4.3
1329,223.2632,1972119,4.4
1330,223.275,3166730,8.6
1331,223.27701,2147872,5.0
1332,223.28352,2053803,4.7
1333,223.29436,2014865,4.6
1334,223.29542,3579915,10.0
1335,223.31711,1902699,4.2
1336,223.33183,1926677,4.2
1337,223.34254,2360505,5.8
1338,223.34812,2038661,4.6
1339,223.35189,1943025,4.3
1340,223.35685,1950916,4.3
1341,223.36166,2134012,5.0
1342,223.36234,2185759,5.1
1343,223.37703,2522916,6.3
1344,223.39819,2426866,6.0
1345,223.41013,1958071,4.4
1346,223.41889,2060389,4.7
1347,223.42406,1924378,4.2
1348,223.42572,2219247,5.3
1349,223.43154,1858204,4.0
1350,223.44076,1889789,4.1
1351,223.44622,2299340,5.5
1352,223.4508,2279765,5.5
1353,223.4645,1989089,4.5
1354,223.47351,2315431,5.6
1355,223.47798,2093471,4.8
1356,223.48486,1892078,4.1
1357,223.50693,2142743,5.0
1358,223.5388,1931587,4.3
1359,223.54061,1892922,4.1
1360,223.59625,2417358,6.0
1361,223.59763,1888327,4.1
1362,223.61572,2353321,5.7
1363,223.61746,2231032,5.3
1364,223.63246,3031221,8.1
1365,223.64089,2353281,5.7
1366,223.68172,2106183,4.9
1367,223.69095,2028289,4.6
1368,223.69817,2051100,4.7
1369,223.71422,2084499,4.8
1370,223.75522,2314509,5.6
1371,223.77677,1908775,4.2
1372,223.78902,1964092,4.4
1373,223.79109,2057769,4.7
1374,223.79212,2044986,4.7
1375,223.82687,2016299,4.6
1376,223.83348,1997263,4.5
1377,223.83785,2196751,5.2
1378,223.85492,2024529,4.6
1379,223.86759,2120670,4.9
1380,223.89109,2281466,5.5
1381,223.8989,2197926,5.2
1382,223.9043,1944922,4.3
1383,223.92053,2093703,4.8
1384,223.92682,2429820,6.0
1385,223.92839,2006910,4.5
1386,223.95242,1996963,4.5
1387,223.95859,1975172,4.4
1388,223.96621,2095305,4.8
1389,223.97338,2033526,4.6
1390,224.01136,1993505,4.5
1391,224.03643,1995670,4.5
1392,224.04545,1918178,4.2
1393,224.04706,1989906,4.5
1394,224.07948,1877667,4.1
1395,224.08353,2012443,4.5
1396,224.11902,2259373,5.4
1397,224.12394,1982744,4.4
1398,224.13391,1960738,4.4
1399,224.19459,1945114,4.3
1400,224.19698,2027045,4.6
1401,224.22278,2355213,5.7
1402,224.26381,2006307,4.5
1403,224.27371,2183003,5.1
1404,224.29835,2164431,5.1
1405,224.31998,2072216,4.7
1406,224.32418,2525151,6.3
1407,224.33399,1893905,4.1
1408,224.35751,2205723,5.2
1409,224.37311,2224165,5.3
1410,224.37457,1880238,4.1
1411,224.38152,1973861,4.4
1412,224.41334,2477763,6.2
1413,224.45944,2045182,4.7
1414,224.47188,2287231,5.5
1415,224.49388,1960913,4.4
1416,224.51567,1967157,4.4
1417,224.53321,1929499,4.2
1418,224.53757,1972367,4.4
1419,224.55346,2220708,5.3
1420,224.56175,2368101,5.8
1421,224.58071,2202556,5.2
1422,224.58591,1951673,4.3
1423,224.58759,1868384,4.0
1424,224.61598,1911415,4.2
1425,224.65448,2173594,5.1
1426,224.66319,2189255,5.1
1427,224.66549,2014103,4.5
1428,224.67674,2284791,5.5
1429,224.67877,2258527,5.4
1430,224.68409,2188151,5.1
1431,224.69934,1895398,4.1
1432,224.70182,2016276,4.5
1433,224.79768,1988615,4.4
1434,224.81614,1862305,4.0
1435,224.81736,2080517,4.8
1436,224.89502,1993564,4.5
1437,224.89919,2184855,5.1
1438,224.92384,2409812,5.9
1439,224.92907,2254778,5.4
1440,224.95556,1872939,4.0
1441,224.98742,2440044,6.0
1442,225.00219,2600214,6.6
1443,225.00695,1984888,4.4
1444,225.01992,2007012,4.5
1445,225.02749,2166793,5.1
1446,225.04093,2636215,6.7
1447,225.0661,1964753,4.4
1448,225.07711,3693693,10.4
1449,225.08426,1906311,4.2
1450,225.08973,1877732,4.1
1451,225.10792,2284683,5.5
1452,225.11316,1999070,4.5
1453,225.11511,1877551,4.1
1454,225.18014,1870305,4.0
1455,225.18546,2167067,5.1
1456,225.22641,2066712,4.7
1457,225.24452,2104992,4.8
1458,225.25255,1915645,4.2
1459,225.25373,2222524,5.3
1460,225.27476,2150409,5.0
1461,225.28836,2053170,4.7
1462,225.30544,2082201,4.8
1463,225.30989,1942597,4.3
1464,225.31547,2064827,4.7
1465,225.32062,2115024,4.9
1466,225.33414,2142718,5.0
1467,225.3477,2267903,5.4
1468,225.34955,2273801,5.4
1469,225.3554,1888084,4.1
1470,225.36416,2150718,5.0
1471,225.39587,2275064,5.4
1472,225.40178,2268795,5.4
1473,225.40875,1986753,4.4
1474,225.411,2214785,5.2
1475,225.42657,2177859,5.1
1476,225.4389,2260063,5.4
1477,225.44414,2267608,5.4
1478,225.45861,1894713,4.1
1479,225.46377,2366454,5.8
1480,225.47524,2042042,4.6
1481,225.4834,2222773,5.3
1482,225.49162,2452165,6.1
1483,225.50061,1965696,4.4
1484,225.50512,1914528,4.2
1485,225.50679,2122476,4.9
1486,225.51871,2080751,4.8
1487,225.52559,1866293,4.0
1488,225.54097,2209274,5.2
1489,225.55677,2090032,4.8
1490,225.60854,1945789,4.3
1491,225.66612,2614717,6.6
1492,225.67668,2433044,6.0
1493,225.68653,2008906,4.5
1494,225.69827,1895205,4.1
1495,225.70215,2452145,6.1
1496,225.70771,2113965,4.9
1497,225.73164,1871250,4.0
1498,225.80411,1950109,4.3
1499,225.80771,1908216,4.2
1500,225.81914,1910992,4.2
1501,225.83309,2041209,4.6
1502,225.84949,2169172,5.1
1503,225.8734,1963703,4.4
1504,225.89317,1968651,4.4
1505,225.94092,2128550,4.9
1506,225.97582,2080097,4.8
1507,226.0298,2021989,4.6
1508,226.04316,2289247,5.5
1509,226.04742,1866197,4.0
1510,226.04987,2494680,6.2
1511,226.06677,2064314,4.7
1512,226.06928,1926704,4.2
1513,226.0776,2112134,4.9
1514,226.08668,2541396,6.4
1515,226.12269,1886134,4.1
1516,226.128,2117532,4.9
1517,226.15629,2363491,5.7
1518,226.17267,2262074,5.4
1519,226.17447,2352048,5.7
1520,226.18139,1881213,4.1
1521,226.18675,2157026,5.0
1522,226.19712,2009633,4.5
1523,226.20472,1894147,4.1
1524,226.22371,2093262,4.8
1525,226.23743,2156388,5.0
1526,226.29291,1902260,4.1
1527,226.29567,2237769,5.3
1528,226.30607,2082939,4.8
1529,226.30848,2511797,6.3
1530,226.31484,2039681,4.6
1531,226.32486,1998239,4.5
1532,226.36404,2127685,4.9
1533,226.3755,1868062,4.0
1534,226.38093,1947622,4.3
1535,226.43105,2001755,4.5
1536,226.4426,1890623,4.1
1537,226.46122,1896446,4.1
1538,226.47198,2000743,4.5
1539,226.47594,2004725,4.5
1540,226.47813,1977461,4.4
1541,226.48278,1924646,4.2
1542,226.49728,2140036,4.9
1543,226.50928,1934086,4.2
1544,226.53117,2133178,4.9
1545,226.54843,1985445,4.4
1546,226.55568,2399050,5.8
1547,226.58464,1872431,4.0
1548,226.6105,1877770,4.0
1549,226.62515,1931981,4.2
1550,226.62823,1900873,4.1
1551,226.63398,2506535,6.2
1552,226.64946,2008240,4.5
1553,226.66876,2098513,4.8
1554,226.67134,2030006,4.6
1555,226.69608,2035561,4.6
1556,226.71557,2231006,5.3
1557,226.73244,1979701,4.4
1558,226.75077,2595982,6.5
1559,226.7696,1993265,4.4
1560,226.79308,1949443,4.3
1561,226.81223,2275728,5.4
1562,226.86495,1922900,4.2
1563,226.90569,1981696,4.4
1564,226.91868,2852759,7.4
1565,226.92051,2188785,5.1
1566,226.92904,1988058,4.4
1567,226.956,2176474,5.1
1568,226.95672,1949351,4.3
1569,226.96513,2702749,6.9
1570,226.97153,1886330,4.1
1571,226.97417,2032565,4.6
1572,226.98493,2194025,5.1
1573,226.99182,2006813,4.5
1574,226.99344,2361035,5.7
1575,227.01178,2070684,4.7
1576,227.02413,1914628,4.2
1577,227.02927,1963648,4.3
1578,227.05645,2725144,7.0
1579,227.05762,2001845,4.5
1580,227.09271,2530766,6.3
1581,227.10399,1969641,4.4
1582,227.11292,2305545,5.5
1583,227.12426,2053715,4.6
1584,227.13651,1956586,4.3
1585,227.14141,1881909,4.0
1586,227.14447,1888116,4.1
1587,227.16257,2025915,4.5
1588,227.18004,2049246,4.6
1589,227.19566,1964658,4.3
1590,227.20484,1964932,4.3
1591,227.22429,2032163,4.6
1592,227.23598,2389717,5.8
1593,227.24807,1895932,4.1
1594,227.2518,1920652,4.2
1595,227.25683,2159163,5.0
1596,227.2754,1870599,4.0
1597,227.28627,2296162,5.5
1598,227.28761,2217008,5.2
1599,227.28982,2290510,5.5
1600,227.2987,1917436,4.2
1601,227.31007,2051167,4.6
1602,227.32461,2166233,5.0
1603,227.32921,2306240,5.5
1604,227.33358,2256315,5.3
1605,227.34277,2764807,7.1
1606,227.35918,1914853,4.2
1607,227.38075,2561311,6.4
1608,227.40309,2234596,5.3
1609,227.40598,1992541,4.4
1610,227.41626,2334850,5.6
1611,227.42817,1939977,4.2
1612,227.42984,2347478,5.7
1613,227.43755,2002527,4.5
1614,227.46043,1880963,4.0
1615,227.47865,2194135,5.1
1616,227.49266,2212370,5.2
1617,227.50618,2218613,5.2
1618,227.50732,1968182,4.3
1619,227.52623,2384895,5.8
1620,227.53959,2104031,4.8
1621,227.54237,1888697,4.1
1622,227.54478,1978893,4.4
1623,227.54978,1934998,4.2
1624,227.55122,2015593,4.5
1625,227.55408,2179033,5.1
1626,227.55749,2269343,5.4
1627,227.56715,2015117,4.5
1628,227.60337,2119487,4.9
1629,227.6162,2003329,4.5
1630,227.64574,1879360,4.0
1631,227.64763,1875981,4.0
1632,227.65812,2002283,4.5
1633,227.66647,2326006,5.6
1634,227.66809,1870576,4.0
1635,227.69201,2066628,4.7
1636,227.72975,1882520,4.0
1637,227.73866,2283276,5.4
1638,227.74202,1923238,4.2
1639,227.74259,1954762,4.3
1640,227.80292,2026837,4.5
1641,227.83294,2032873,4.6
1642,227.85802,1919135,4.2
1643,227.87312,1873686,4.0
1644,227.93337,1897359,4.1
1645,227.9449,2751540,7.1
1646,227.94662,1895472,4.1
1647,227.98357,1932086,4.2
1648,227.99687,1944180,4.3
1649,228.00486,2067102,4.7
1650,228.03729,2600817,6.5
1651,228.05372,1960755,4.3
1652,228.05693,2047419,4.6
1653,228.06675,2157838,5.0
