,m/z,intensity,S/N,log_intensity,mz_calibrated,mz_calibrated_Hline,tdb_index,C,H,N,O,S,theo,class,DBE,mz_E_ppm_BeforeCalibration,mz_E_ppm_AfterCalibration,isotope,track
2506,557.03453,17484056,34.4,7.242642188829514,557.0419196441643,,26670,21,17,0,18,0,557.0420364,O18,13.0,-13.47546416518724,-0.209599685668864,,True
2507,557.04984,33491226,68.0,7.524931045876361,557.0572300001537,,26676,25,17,0,15,0,557.0572926,O15,17.0,-13.378516175923158,-0.11237595684564565,,True
2508,557.07096,32489757,65.9,7.51174646314696,557.0783504912447,,26684,22,21,0,17,0,557.0784218,O17,12.0,-13.394523478179543,-0.12800487780349667,,True
2509,557.08608,23733535,47.5,7.375362429184683,557.0934708428263,,26692,26,21,0,14,0,557.093678,O14,16.0,-13.638639783516416,-0.3718533917568085,,True
2510,557.10719,22334755,44.6,7.348981192861959,557.1145813336987,,26700,23,25,0,16,0,557.1148072,O16,11.0,-13.67258579665152,-0.4054214650226239,,True
2511,557.12262,16433445,32.2,7.215728615635806,557.1300116924987,,26707,27,25,0,13,0,557.1300634,O13,15.0,-13.360255511310285,-0.09281046701168125,,True
2512,557.14355,13093160,25.2,7.117044475041242,557.1509421791994,,26716,24,29,0,15,0,557.1511926,O15,10.0,-13.717281954069183,-0.44946650718535053,,True
2513,557.15888,9751338,18.2,6.989064210175357,557.1662725356842,,26722,28,29,0,12,0,557.1664488,O12,14.0,-13.5844504211615,-0.31635845293382925,,True
2514,557.18022,5937198,10.2,6.773581532482325,557.1876130319332,,26732,25,33,0,14,0,557.187578,O14,9.0,-13.205606676442232,0.0628727820994377,,True
2515,557.19553,8069936,14.6,6.906870090489473,557.2029233879632,,26738,29,33,0,11,0,557.2028342,O11,13.0,-13.108691398722629,0.16006372859602122,,True
3854,558.03792,5278642,8.8,6.722522208942296,558.0453329840846,,2506,21,17,0,18,0,558.0453914000001,O18,13.0,-13.388516624706044,-0.10467950534597045,1C13,True
3855,558.05337,6749109,11.9,6.829246442175507,558.0607833436109,,2507,25,17,0,15,0,558.0606476,O15,17.0,-13.040876527244727,0.24324168244123018,1C13,True
3856,558.07434,8037816,14.6,6.9051380601915096,558.0817538315962,,2508,22,21,0,17,0,558.0817768000001,O17,12.0,-13.325645647654884,-0.04115598255208485,1C13,True
3857,558.11086,5458110,9.2,6.737042283974335,558.118274681459,,2510,23,25,0,16,0,558.1181622,O16,11.0,-13.08360934043522,0.2015369979792869,1C13,True
3858,558.12608,4622785,7.4,6.664903695409763,558.1334950356533,,2511,27,25,0,13,0,558.1334184000001,O13,15.0,-13.148110753036793,0.1373070499491145,1C13,True
3859,558.16219,6094790,10.5,6.784958746310038,558.1696058760086,,2513,28,29,0,12,0,558.1698038000001,O12,14.0,-13.640651909551202,-0.3545945876842418,1C13,True
2516,559.02892,26315349,53.0,7.420209134101315,559.0363560537049,,26931,24,15,0,16,0,559.0365572,O16,17.0,-13.661360606233488,-0.359808839728992,,True
2517,559.05016,16036953,31.4,7.205121856405091,559.0575965483479,,26938,21,19,0,18,0,559.0576864,O18,12.0,-13.462653645684016,-0.16071982244007238,,True
2546,565.11244,31796961,64.5,7.502385614198284,565.1200180571526,,27754,25,25,0,15,0,565.1198926,O15,13.0,-13.187644069079193,0.2220009493411664,,True
2547,565.12761,4918500,8.0,6.691832675725046,565.1351884120714,,27760,29,25,0,12,0,565.1351488,O12,17.0,-13.339817946252422,0.07009309455034189,,True
2548,565.1488,24579816,49.3,7.390578627513667,565.1563789078416,,27770,26,29,0,14,0,565.156278,O14,12.0,-13.231738354664229,0.1785485634406481,,True
2549,565.18519,14574320,28.3,7.163588300848751,565.1927697592555,,27785,27,33,0,13,0,565.1926634,O13,11.0,-13.222747717607326,0.18818230024968402,,True
2575,571.13772,10919923,20.9,7.038219576025036,571.1454393376175,,28570,28,27,0,13,0,571.1457134,O13,15.0,-13.99537773372725,-0.47984669416115733,,True
2576,571.15886,7350776,13.3,6.866333188707136,571.1665798343977,,28578,38,23,2,4,0,571.16633,N2O4,28.0,-13.078502018863889,0.4374109336312194,,True
2577,571.17411,7570427,13.7,6.879120376001238,571.1818301927703,,28585,29,31,0,12,0,571.1820988,O12,14.0,-13.986432727305415,-0.4702654900502162,,True
2578,571.19516,4292736,6.8,6.632734180520271,571.2028806874484,,28594,39,27,2,3,0,571.2027154,N2O3,27.0,-13.227178016319879,0.2893674066967767,,True
3877,572.08967,6362561,11.2,6.803631959091205,572.0974117154627,,2572,23,23,0,17,0,572.0974268000001,O17,12.0,-13.558529783186216,-0.026367077833833727,1C13,True
2580,573.00813,8137095,14.9,6.910469386382112,573.0158933204625,,28789,24,13,0,17,0,573.0158218,O17,18.0,-13.423364080616466,0.12481411465963752,,True
2581,573.04437,30129550,61.6,7.478992645315033,573.0521341732278,,28799,25,17,0,16,0,573.0522072,O16,17.0,-13.67624084083618,-0.12743476290458558,,True
2582,573.06564,17569171,35.0,7.244751269826578,573.0734046737435,,28807,22,21,0,18,0,573.0733364,O18,12.0,-13.430043785206143,0.11913613701098978,,True
2583,573.08073,25282966,51.4,7.402828020633861,573.088495028839,,28815,26,21,0,15,0,573.0885926,O15,16.0,-13.719693781168958,-0.1702549347688465,,True
2584,573.10186,13456795,26.2,7.128941636443891,573.1096255260732,,28823,23,25,0,17,0,573.1097218,O17,11.0,-13.717792075326448,-0.16798515740842468,,True
2585,573.11705,17500574,34.8,7.24305229331169,573.1248158835308,,28831,27,25,0,14,0,573.124978,O14,15.0,-13.832934009912046,-0.2828640793511615,,True
2586,573.13843,6074274,10.6,6.783494378297448,573.146196386661,,28840,24,29,0,16,0,573.1461072,O16,10.0,-13.39483929760026,0.15560894497388877,,True
2587,573.15356,15499174,30.6,7.190308553860566,573.161326742716,,28847,28,29,0,13,0,573.1613634,O13,14.0,-13.614665080994328,-0.06395630679277407,,True
2588,573.18978,9864109,18.6,6.9940578626384635,573.1975475950989,,28862,29,33,0,12,0,573.1977488,O12,13.0,-13.902357461522902,-0.35102179233384656,,True
2589,573.22608,5604021,9.6,6.748499754052537,573.2338484493861,,28877,30,37,0,11,0,573.2341342,O11,12.0,-14.050454289829052,-0.49848848288981923,,True
3878,574.04755,10170979,19.3,7.007362757626256,574.055337787797,,2581,25,17,0,16,0,574.0555622,O16,17.0,-13.95718555421197,-0.3909241853708067,1C13,True
2591,575.02356,17364783,34.5,7.239669360494958,575.031370778823,,29064,24,15,0,17,0,575.0314718,O17,17.0,-13.758899100291009,-0.1756793878982778,,True
2593,575.04456,7103795,12.7,6.851490420161678,575.052371273675,,29071,21,19,0,19,0,575.052601,O19,12.0,-13.983068654852817,-0.3994874982927189,,True
2594,575.05981,38321974,79.0,7.583447871889462,575.0676216330363,,29076,25,19,0,16,0,575.0678572,O16,16.0,-13.993479029170457,-0.4096333342036165,,True
2595,575.08105,10429755,19.8,7.018274106758479,575.0888621335565,,29084,22,23,0,18,0,575.0889864,O18,11.0,-13.800299062636793,-0.2160821131589873,,True
2596,575.09626,25907006,52.7,7.413417225690933,575.1040724919845,,29092,26,23,0,15,0,575.1042426,O15,15.0,-13.88026623469597,-0.29578640337033335,,True
2597,575.11757,4510018,7.2,6.654178275200594,575.125382994167,,29101,23,27,0,17,0,575.1253718,O17,10.0,-13.565390056816101,0.019463872612492578,,True
2598,575.13273,16190789,32.0,7.209268013052137,575.1405433514259,,29109,27,27,0,14,0,575.140628,O14,14.0,-13.732293660803013,-0.1471789158705985,,True
2599,575.16919,14561101,28.6,7.163194214272813,575.1770042106533,,29125,28,31,0,13,0,575.1770134,O13,13.0,-13.60172576049366,-0.015976554072871355,,True
2600,575.20545,9603412,18.1,6.982425561112918,575.2132650651896,,29139,29,35,0,12,0,575.2133988,O12,12.0,-13.818871425093626,-0.2324959931845989,,True
2574,571.12237,13137904,25.6,7.1185260841094085,571.1300889769044,,28562,37,19,2,5,0,571.1299446,N2O5,29.0,-13.262480932081212,0.25279169079480657,,True
3880,576.06339,10025475,18.9,7.001104958348768,576.0712252904968,,2594,25,19,0,16,0,576.0712122000001,O16,16.0,-13.57852958873793,0.022723747444999713,1C13,True
2573,571.10124,15502315,30.6,7.190396557309196,571.1089584803722,,28553,40,15,2,3,0,571.1088154,N2O3,34.0,-13.264372385424558,0.25053084155300664,,True
2571,571.06495,20059107,40.3,7.302311595005192,571.0726676276139,,28538,26,19,0,15,0,571.0729426,O15,17.0,-13.995760267840115,-0.48150133831441516,,True
3869,566.04279,6825124,12.0,6.834110546119614,566.0503898311283,,2542,23,17,0,17,0,566.0504768000001,O17,15.0,-13.57970766769144,-0.15364154844881803,1C13,True
3870,566.11554,7438260,13.3,6.871471354796254,566.1231415344087,,2546,25,25,0,15,0,566.1232476,O15,13.0,-13.614703216443866,-0.18735424097676504,1C13,True
2551,566.14342,4105658,6.3,6.613382769949616,566.1510221871816,,27903,38,20,3,3,0,566.1510144,N3O3,30.0,-13.414088832932277,0.013754601567648817,,True
3871,566.15176,8602043,15.8,6.93460160918018,566.1593623824541,,2548,26,29,0,14,0,566.1596330000001,O14,12.0,-13.905971993117122,-0.4779880624117997,1C13,True
2552,567.05472,40290428,83.2,7.605201880866932,567.062343531463,,27993,36,11,2,6,0,567.0622592,N2O6,32.0,-13.295189157241179,0.14871640918389586,,True
2553,567.09111,31262852,64.1,7.495028594648099,567.0987343840801,,28008,37,15,2,5,0,567.0986446,N2O5,31.0,-13.286224666080614,0.15832180347255922,,True
2554,567.10652,7303047,13.2,6.863504095626383,567.1141447451432,,28016,28,23,0,13,0,567.1144134,O13,17.0,-13.918531804932504,-0.4737224983534164,,True
2555,567.1275,20792460,41.8,7.317905874671669,567.1351252367203,,28024,38,19,2,4,0,567.13503,N2O4,30.0,-13.277261325180847,0.16792600575676203,,True
2557,567.16406,16931988,33.6,7.228707952009885,567.1716860933665,,28041,26,31,0,14,0,567.171928,O14,11.0,-13.872336784676703,-0.42651376339820485,,True
2558,568.02328,4893389,8.1,6.68960974137578,568.0309262325887,,28149,32,10,1,10,0,568.0310186,N1O10,28.0,-13.623551789674723,-0.1626098017075001,,True
2559,569.01341,9470500,17.8,6.976372908412846,569.0210794559204,,28249,25,13,0,16,0,569.0209072,O16,19.0,-13.175614296635601,0.30272335896201563,,True
2560,569.03448,18658857,37.3,7.2708850363131265,569.0421499502959,,28253,22,17,0,18,0,569.0420364,O18,14.0,-13.27915956403423,0.1995464106111389,,True
2561,569.0497,21690924,43.7,7.336278052685195,569.0573703074148,,28259,26,17,0,15,0,569.0572926,O15,18.0,-13.342417536312325,0.13655464186045718,,True
2562,569.07086,33562161,68.9,7.525849916404587,569.0785308039151,,28268,23,21,0,17,0,569.0784218,O17,13.0,-13.287799555014166,0.1915446288662857,,True
2563,569.08607,16772660,33.3,7.224601943447634,569.0937411608087,,28276,27,21,0,14,0,569.093678,O14,17.0,-13.368625050873826,0.11098490666422259,,True
2564,569.10736,21078585,42.4,7.323841453441935,569.1150316603727,,28284,24,25,0,16,0,569.1148072,O16,12.0,-13.085584676035873,0.3944026229022571,,True
2565,569.1225,8754236,16.3,6.942218250309559,569.1301720156332,,28291,28,25,0,13,0,569.1300634,O13,16.0,-13.289405157953897,0.1908450109238498,,True
2566,569.14356,15342145,30.2,7.185886082985803,569.1512325098134,,28300,25,29,0,15,0,569.1511926,O15,11.0,-13.410496365821638,0.07012163729741293,,True
2567,569.17975,9973321,18.8,6.998839797410403,569.1874233590418,,28316,26,33,0,14,0,569.187578,O14,10.0,-13.75293541634127,-0.27168716298224777,,True
3873,570.05277,4271495,6.7,6.630579902335717,570.0604638519404,,2561,26,17,0,15,0,570.0606476,O15,18.0,-13.818880558049777,-0.3223307211011537,1C13,True
3874,570.07402,5806092,10.0,6.763883913131167,570.0817143509154,,2562,23,21,0,17,0,570.0817768000001,O17,13.0,-13.606468958855361,-0.10954408160681671,1C13,True
2568,570.10175,3989906,6.1,6.600962664067152,570.1094450020599,,28431,36,16,3,5,0,570.1095436,N3O5,30.0,-13.670355263306648,-0.17294560530727676,,True
3875,570.14686,3920155,6.0,6.593303239039302,570.1545560613423,,2566,25,29,0,15,0,570.1545476,O15,11.0,-13.48336171729916,0.01484043640406217,1C13,True
2569,571.0286,17439707,34.7,7.241539184188743,571.0363167734681,,28525,25,15,0,16,0,571.0365572,O16,18.0,-13.934659523343667,-0.4210352713857251,,True
2570,571.04964,18265056,36.5,7.261621008081125,571.0573572678595,,28531,35,11,2,7,0,571.0571738,N2O7,31.0,-13.192724556633348,0.3212775671967553,,True
2572,571.08615,21195752,42.7,7.326248829427798,571.093868125778,,28546,23,23,0,17,0,571.0940718,O17,12.0,-13.871269885726859,-0.3566386556335926,,True
2499,555.12815,22717457,45.4,7.356359714685142,555.1354953503294,,26449,24,27,0,15,0,555.1355426,O15,11.0,-13.316747771867234,-0.08511375509106425,,True
